year,gender,race,age_group,death_cause,population,deaths,capita
2009,Male,B,65-74,G,73152,1,1.367016623
2009,Male,B,75-84,G,28072,0,0
2009,Male,B,85+,G,6834,0,0
2009,Male,B,10-14,D,184330,0,0
2009,Male,B,15-19,D,201012,0,0
2009,Male,B,20-24,D,185895,1,0.537938083
2009,Male,B,25-34,D,324093,0,0
2009,Male,B,35-44,D,283752,0,0
2009,Male,B,45-54,D,256854,0,0
2009,Male,B,55-64,D,158974,0,0
2009,Male,B,05-09,D,182844,0,0
2009,Male,B,65-74,D,73152,0,0
2009,Male,B,75-84,D,28072,0,0
2009,Male,B,85+,D,6834,0,0
2009,Male,B,10-14,F,184330,0,0
2009,Male,B,15-19,F,201012,20,9.949654747
2009,Male,B,20-24,F,185895,27,14.52432825
2009,Male,B,25-34,F,324093,25,7.713835226
2009,Male,B,35-44,F,283752,23,8.10566974
2009,Male,B,45-54,F,256854,17,6.618545944
2009,Male,B,55-64,F,158974,15,9.435505177
2009,Male,B,05-09,F,182844,0,0
2009,Male,B,65-74,F,73152,4,5.468066492
2009,Male,B,75-84,F,28072,2,7.124536905
2009,Male,B,85+,F,6834,0,0
2009,Male,B,10-14,E,184330,0,0
2009,Male,B,15-19,E,201012,0,0
2009,Male,B,20-24,E,185895,0,0
2009,Male,B,25-34,E,324093,0,0
2009,Male,B,35-44,E,283752,0,0
2009,Male,B,45-54,E,256854,0,0
2009,Male,B,55-64,E,158974,0,0
2009,Male,B,05-09,E,182844,0,0
2009,Male,B,65-74,E,73152,0,0
2009,Male,B,75-84,E,28072,0,0
2009,Male,B,85+,E,6834,0,0
2009,Male,B,10-14,N,184330,0,0
2009,Male,B,15-19,N,201012,0,0
2009,Male,B,20-24,N,185895,0,0
2009,Male,B,25-34,N,324093,0,0
2009,Male,B,35-44,N,283752,0,0
2009,Male,B,45-54,N,256854,1,0.389326232
2009,Male,B,55-64,N,158974,0,0
2009,Male,B,05-09,N,182844,0,0
2009,Male,B,65-74,N,73152,0,0
2009,Male,B,75-84,N,28072,0,0
2009,Male,B,85+,N,6834,0,0
2009,Male,B,10-14,O,184330,0,0
2009,Male,B,15-19,O,201012,0,0
2009,Male,B,20-24,O,185895,0,0
2009,Male,B,25-34,O,324093,0,0
2009,Male,B,35-44,O,283752,0,0
2009,Male,B,45-54,O,256854,0,0
2009,Male,B,55-64,O,158974,0,0
2009,Male,B,05-09,O,182844,0,0
2009,Male,B,65-74,O,73152,0,0
2009,Male,B,75-84,O,28072,0,0
2009,Male,B,85+,O,6834,0,0
2009,Male,B,10-14,M,184330,0,0
2009,Male,B,15-19,M,201012,0,0
2009,Male,B,20-24,M,185895,0,0
2009,Male,B,25-34,M,324093,1,0.308553409
2009,Male,B,35-44,M,283752,0,0
2009,Male,B,45-54,M,256854,1,0.389326232
2009,Male,B,55-64,M,158974,0,0
2009,Male,B,05-09,M,182844,0,0
2009,Male,B,65-74,M,73152,0,0
2009,Male,B,75-84,M,28072,0,0
2009,Male,B,85+,M,6834,0,0
2009,Male,B,10-14,B,184330,0,0
2009,Male,B,15-19,B,201012,0,0
2009,Male,B,20-24,B,185895,0,0
2009,Male,B,25-34,B,324093,0,0
2009,Male,B,35-44,B,283752,0,0
2009,Male,B,45-54,B,256854,0,0
2009,Male,B,55-64,B,158974,0,0
2009,Male,B,05-09,B,182844,0,0
2009,Male,B,65-74,B,73152,0,0
2009,Male,B,75-84,B,28072,0,0
2009,Male,B,85+,B,6834,0,0
2009,Male,B,10-14,I,184330,0,0
2009,Male,B,15-19,I,201012,0,0
2009,Male,B,20-24,I,185895,1,0.537938083
2009,Male,B,25-34,I,324093,0,0
2009,Male,B,35-44,I,283752,0,0
2009,Male,B,45-54,I,256854,1,0.389326232
2009,Male,B,55-64,I,158974,0,0
2009,Male,B,05-09,I,182844,0,0
2009,Male,B,65-74,I,73152,0,0
2009,Male,B,75-84,I,28072,0,0
2009,Male,B,85+,I,6834,0,0
2009,Male,B,10-14,J,184330,0,0
2009,Male,B,15-19,J,201012,0,0
2009,Male,B,20-24,J,185895,0,0
2009,Male,B,25-34,J,324093,0,0
2009,Male,B,35-44,J,283752,0,0
2009,Male,B,45-54,J,256854,0,0
2009,Male,B,55-64,J,158974,1,0.629033678
2009,Male,B,05-09,J,182844,0,0
2009,Male,B,65-74,J,73152,0,0
2009,Male,B,75-84,J,28072,0,0
2009,Male,B,85+,J,6834,0,0
2009,Male,B,10-14,C,184330,0,0
2009,Male,B,15-19,C,201012,0,0
2009,Male,B,20-24,C,185895,0,0
2009,Male,B,25-34,C,324093,0,0
2009,Male,B,35-44,C,283752,1,0.352420423
2009,Male,B,45-54,C,256854,0,0
2009,Male,B,55-64,C,158974,0,0
2009,Male,B,05-09,C,182844,0,0
2009,Male,B,65-74,C,73152,0,0
2009,Male,B,75-84,C,28072,0,0
2009,Male,B,85+,C,6834,0,0
2009,Male,B,10-14,K,184330,0,0
2009,Male,B,15-19,K,201012,0,0
2009,Male,B,20-24,K,185895,1,0.537938083
2009,Male,B,25-34,K,324093,0,0
2009,Male,B,35-44,K,283752,1,0.352420423
2009,Male,B,45-54,K,256854,1,0.389326232
2009,Male,B,55-64,K,158974,0,0
2009,Male,B,05-09,K,182844,0,0
2009,Male,B,65-74,K,73152,0,0
2009,Male,B,75-84,K,28072,0,0
2009,Male,B,85+,K,6834,0,0
2009,Male,B,10-14,L,184330,0,0
2009,Male,B,15-19,L,201012,0,0
2009,Male,B,20-24,L,185895,0,0
2009,Male,B,25-34,L,324093,0,0
2009,Male,B,35-44,L,283752,0,0
2009,Male,B,45-54,L,256854,0,0
2009,Male,B,55-64,L,158974,1,0.629033678
2009,Male,B,05-09,L,182844,0,0
2009,Male,B,65-74,L,73152,0,0
2009,Male,B,75-84,L,28072,0,0
2009,Male,B,85+,L,6834,0,0
2009,Male,C,10-14,P,543901,0,0
2009,Male,C,15-19,P,590257,0,0
2009,Male,C,20-24,P,648264,0,0
2009,Male,C,25-34,P,1349145,0,0
2009,Male,C,35-44,P,1274211,0,0
2009,Male,C,45-54,P,1050132,0,0
2009,Male,C,55-64,P,727446,0,0
2009,Male,C,05-09,P,563752,0,0
2009,Male,C,65-74,P,392450,0,0
2009,Male,C,75-84,P,178399,0,0
2009,Male,C,85+,P,51874,0,0
2009,Male,C,10-14,H,543901,0,0
2009,Male,C,15-19,H,590257,3,0.508253185
2009,Male,C,20-24,H,648264,9,1.388323276
2009,Male,C,25-34,H,1349145,11,0.815331191
2009,Male,C,35-44,H,1274211,14,1.098719129
2009,Male,C,45-54,H,1050132,11,1.047487363
2009,Male,C,55-64,H,727446,5,0.687336242
2009,Male,C,05-09,H,563752,0,0
2009,Male,C,65-74,H,392450,6,1.528857179
2009,Male,C,75-84,H,178399,2,1.121082517
2009,Male,C,85+,H,51874,1,1.927748005
2009,Male,C,10-14,G,543901,2,0.367713977
2009,Male,C,15-19,G,590257,21,3.557772292
2009,Male,C,20-24,G,648264,27,4.164969827
2009,Male,C,25-34,G,1349145,59,4.373140026
2009,Male,C,35-44,G,1274211,51,4.002476827
2009,Male,C,45-54,G,1050132,58,5.523115189
2009,Male,C,55-64,G,727446,54,7.423231415
2009,Male,C,05-09,G,563752,0,0
2009,Male,C,65-74,G,392450,26,6.625047777
2009,Male,C,75-84,G,178399,16,8.968660138
2009,Male,C,85+,G,51874,5,9.638740024
2009,Male,C,10-14,D,543901,0,0
2009,Male,C,15-19,D,590257,0,0
2009,Male,C,20-24,D,648264,1,0.154258142
2009,Male,C,25-34,D,1349145,2,0.148242035
2009,Male,C,35-44,D,1274211,3,0.235439813
2009,Male,C,45-54,D,1050132,1,0.095226124
2009,Male,C,55-64,D,727446,2,0.274934497
2009,Male,C,05-09,D,563752,0,0
2009,Male,C,65-74,D,392450,2,0.50961906
2009,Male,C,75-84,D,178399,1,0.560541259
2009,Male,C,85+,D,51874,0,0
2009,Male,C,10-14,F,543901,0,0
2009,Male,C,15-19,F,590257,6,1.016506369
2009,Male,C,20-24,F,648264,14,2.159613984
2009,Male,C,25-34,F,1349145,45,3.335445782
2009,Male,C,35-44,F,1274211,41,3.217677449
2009,Male,C,45-54,F,1050132,28,2.666331471
2009,Male,C,55-64,F,727446,22,3.024279465
2009,Male,C,05-09,F,563752,0,0
2009,Male,C,65-74,F,392450,11,2.802904829
2009,Male,C,75-84,F,178399,11,6.165953845
2009,Male,C,85+,F,51874,2,3.85549601
2009,Male,C,10-14,E,543901,0,0
2009,Male,C,15-19,E,590257,0,0
2009,Male,C,20-24,E,648264,0,0
2009,Male,C,25-34,E,1349145,0,0
2009,Male,C,35-44,E,1274211,0,0
2009,Male,C,45-54,E,1050132,0,0
2009,Male,C,55-64,E,727446,0,0
2009,Male,C,05-09,E,563752,0,0
2009,Male,C,65-74,E,392450,0,0
2009,Male,C,75-84,E,178399,0,0
2009,Male,C,85+,E,51874,0,0
2009,Male,C,10-14,N,543901,0,0
2009,Male,C,15-19,N,590257,0,0
2009,Male,C,20-24,N,648264,0,0
2009,Male,C,25-34,N,1349145,1,0.074121017
2009,Male,C,35-44,N,1274211,1,0.078479938
2009,Male,C,45-54,N,1050132,4,0.380904496
2009,Male,C,55-64,N,727446,1,0.137467248
2009,Male,C,05-09,N,563752,0,0
2009,Male,C,65-74,N,392450,2,0.50961906
2009,Male,C,75-84,N,178399,0,0
2009,Male,C,85+,N,51874,0,0
2009,Male,C,10-14,O,543901,0,0
2009,Male,C,15-19,O,590257,0,0
2009,Male,C,20-24,O,648264,0,0
2009,Male,C,25-34,O,1349145,0,0
2009,Male,C,35-44,O,1274211,0,0
2009,Male,C,45-54,O,1050132,0,0
2009,Male,C,55-64,O,727446,0,0
2009,Male,C,05-09,O,563752,0,0
2009,Male,C,65-74,O,392450,0,0
2009,Male,C,75-84,O,178399,0,0
2009,Male,C,85+,O,51874,0,0
2009,Male,C,10-14,M,543901,0,0
2009,Male,C,15-19,M,590257,1,0.169417728
2009,Male,C,20-24,M,648264,2,0.308516283
2009,Male,C,25-34,M,1349145,4,0.29648407
2009,Male,C,35-44,M,1274211,5,0.392399689
2009,Male,C,45-54,M,1050132,5,0.47613062
2009,Male,C,55-64,M,727446,5,0.687336242
2009,Male,C,05-09,M,563752,0,0
2009,Male,C,65-74,M,392450,1,0.25480953
2009,Male,C,75-84,M,178399,1,0.560541259
2009,Male,C,85+,M,51874,1,1.927748005
2009,Male,C,10-14,B,543901,0,0
2009,Male,C,15-19,B,590257,0,0
2009,Male,C,20-24,B,648264,0,0
2009,Male,C,25-34,B,1349145,0,0
2009,Male,C,35-44,B,1274211,0,0
2009,Male,C,45-54,B,1050132,0,0
2009,Male,C,55-64,B,727446,0,0
2009,Male,C,05-09,B,563752,0,0
2009,Male,C,65-74,B,392450,0,0
2009,Male,C,75-84,B,178399,0,0
2009,Male,C,85+,B,51874,0,0
2009,Male,C,10-14,I,543901,0,0
2009,Male,C,15-19,I,590257,5,0.847088641
2009,Male,C,20-24,I,648264,5,0.771290709
2009,Male,C,25-34,I,1349145,5,0.370605087
2009,Male,C,35-44,I,1274211,4,0.313919751
2009,Male,C,45-54,I,1050132,4,0.380904496
2009,Male,C,55-64,I,727446,7,0.962270739
2009,Male,C,05-09,I,563752,0,0
2009,Male,C,65-74,I,392450,2,0.50961906
2009,Male,C,75-84,I,178399,0,0
2009,Male,C,85+,I,51874,2,3.85549601
2009,Male,C,10-14,J,543901,0,0
2009,Male,C,15-19,J,590257,1,0.169417728
2009,Male,C,20-24,J,648264,0,0
2009,Male,C,25-34,J,1349145,2,0.148242035
2009,Male,C,35-44,J,1274211,2,0.156959876
2009,Male,C,45-54,J,1050132,3,0.285678372
2009,Male,C,55-64,J,727446,2,0.274934497
2009,Male,C,05-09,J,563752,0,0
2009,Male,C,65-74,J,392450,2,0.50961906
2009,Male,C,75-84,J,178399,0,0
2009,Male,C,85+,J,51874,0,0
2009,Male,C,10-14,C,543901,0,0
2009,Male,C,15-19,C,590257,1,0.169417728
2009,Male,C,20-24,C,648264,1,0.154258142
2009,Male,C,25-34,C,1349145,0,0
2009,Male,C,35-44,C,1274211,2,0.156959876
2009,Male,C,45-54,C,1050132,0,0
2009,Male,C,55-64,C,727446,0,0
2009,Male,C,05-09,C,563752,0,0
2009,Male,C,65-74,C,392450,0,0
2009,Male,C,75-84,C,178399,0,0
2009,Male,C,85+,C,51874,0,0
2009,Male,C,10-14,K,543901,0,0
2009,Male,C,15-19,K,590257,0,0
2009,Male,C,20-24,K,648264,1,0.154258142
2009,Male,C,25-34,K,1349145,1,0.074121017
2009,Male,C,35-44,K,1274211,1,0.078479938
2009,Male,C,45-54,K,1050132,0,0
2009,Male,C,55-64,K,727446,1,0.137467248
2009,Male,C,05-09,K,563752,0,0
2009,Male,C,65-74,K,392450,1,0.25480953
2009,Male,C,75-84,K,178399,0,0
2009,Male,C,85+,K,51874,0,0
2009,Male,C,10-14,L,543901,0,0
2009,Male,C,15-19,L,590257,0,0
2009,Male,C,20-24,L,648264,1,0.154258142
2009,Male,C,25-34,L,1349145,0,0
2009,Male,C,35-44,L,1274211,0,0
2009,Male,C,45-54,L,1050132,1,0.095226124
2009,Male,C,55-64,L,727446,1,0.137467248
2009,Male,C,05-09,L,563752,0,0
2009,Male,C,65-74,L,392450,0,0
2009,Male,C,75-84,L,178399,0,0
2009,Male,C,85+,L,51874,0,0
2009,Male,D,10-14,P,1736232,0,0
2009,Male,D,15-19,P,1933253,0,0
2009,Male,D,20-24,P,1638692,0,0
2009,Male,D,25-34,P,2758449,0,0
2009,Male,D,35-44,P,2657914,0,0
2009,Male,D,45-54,P,2672209,0,0
2009,Male,D,55-64,P,1753418,0,0
2009,Male,D,05-09,P,1658293,0,0
2009,Male,D,65-74,P,863857,0,0
2009,Male,D,75-84,P,388158,0,0
2009,Male,D,85+,P,106153,0,0
2009,Male,D,10-14,H,1736232,1,0.057595989
2009,Male,D,15-19,H,1933253,2,0.103452574
2009,Male,D,20-24,H,1638692,9,0.549218523
2009,Male,D,25-34,H,2758449,31,1.123819944
2009,Male,D,35-44,H,2657914,44,1.655433547
2009,Male,D,45-54,H,2672209,31,1.1600889
2009,Male,D,55-64,H,1753418,14,0.798440532
2009,Male,D,05-09,H,1658293,0,0
2009,Male,D,65-74,H,863857,1,0.1157599
2009,Male,D,75-84,H,388158,2,0.515254098
2009,Male,D,85+,H,106153,0,0
2009,Male,D,10-14,G,1736232,30,1.727879684
2009,Male,D,15-19,G,1933253,51,2.63804065
2009,Male,D,20-24,G,1638692,66,4.027602502
2009,Male,D,25-34,G,2758449,94,3.407712087
2009,Male,D,35-44,G,2657914,87,3.273243604
2009,Male,D,45-54,G,2672209,64,2.395022246
2009,Male,D,55-64,G,1753418,29,1.65391253
2009,Male,D,05-09,G,1658293,2,0.120605948
2009,Male,D,65-74,G,863857,9,1.041839101
2009,Male,D,75-84,G,388158,2,0.515254098
2009,Male,D,85+,G,106153,1,0.942036494
2009,Male,D,10-14,D,1736232,0,0
2009,Male,D,15-19,D,1933253,3,0.155178862
2009,Male,D,20-24,D,1638692,6,0.366145682
2009,Male,D,25-34,D,2758449,9,0.326270306
2009,Male,D,35-44,D,2657914,9,0.338611407
2009,Male,D,45-54,D,2672209,7,0.261955558
2009,Male,D,55-64,D,1753418,3,0.1710944
2009,Male,D,05-09,D,1658293,0,0
2009,Male,D,65-74,D,863857,1,0.1157599
2009,Male,D,75-84,D,388158,0,0
2009,Male,D,85+,D,106153,0,0
2009,Male,D,10-14,F,1736232,3,0.172787968
2009,Male,D,15-19,F,1933253,62,3.207029809
2009,Male,D,20-24,F,1638692,141,8.604423528
2009,Male,D,25-34,F,2758449,217,7.866739606
2009,Male,D,35-44,F,2657914,162,6.095005331
2009,Male,D,45-54,F,2672209,154,5.763022279
2009,Male,D,55-64,F,1753418,89,5.075800522
2009,Male,D,05-09,F,1658293,0,0
2009,Male,D,65-74,F,863857,55,6.366794504
2009,Male,D,75-84,F,388158,40,10.30508195
2009,Male,D,85+,F,106153,15,14.13054742
2009,Male,D,10-14,E,1736232,0,0
2009,Male,D,15-19,E,1933253,0,0
2009,Male,D,20-24,E,1638692,0,0
2009,Male,D,25-34,E,2758449,0,0
2009,Male,D,35-44,E,2657914,0,0
2009,Male,D,45-54,E,2672209,0,0
2009,Male,D,55-64,E,1753418,0,0
2009,Male,D,05-09,E,1658293,0,0
2009,Male,D,65-74,E,863857,0,0
2009,Male,D,75-84,E,388158,0,0
2009,Male,D,85+,E,106153,0,0
2009,Male,D,10-14,N,1736232,0,0
2009,Male,D,15-19,N,1933253,1,0.051726287
2009,Male,D,20-24,N,1638692,5,0.305121402
2009,Male,D,25-34,N,2758449,1,0.036252256
2009,Male,D,35-44,N,2657914,4,0.150493959
2009,Male,D,45-54,N,2672209,3,0.112266668
2009,Male,D,55-64,N,1753418,0,0
2009,Male,D,05-09,N,1658293,0,0
2009,Male,D,65-74,N,863857,0,0
2009,Male,D,75-84,N,388158,0,0
2009,Male,D,85+,N,106153,0,0
2009,Male,D,10-14,O,1736232,0,0
2009,Male,D,15-19,O,1933253,0,0
2009,Male,D,20-24,O,1638692,0,0
2009,Male,D,25-34,O,2758449,0,0
2009,Male,D,35-44,O,2657914,0,0
2009,Male,D,45-54,O,2672209,0,0
2009,Male,D,55-64,O,1753418,0,0
2009,Male,D,05-09,O,1658293,0,0
2009,Male,D,65-74,O,863857,0,0
2009,Male,D,75-84,O,388158,0,0
2009,Male,D,85+,O,106153,0,0
2009,Male,D,10-14,M,1736232,0,0
2009,Male,D,15-19,M,1933253,1,0.051726287
2009,Male,D,20-24,M,1638692,3,0.183072841
2009,Male,D,25-34,M,2758449,8,0.29001805
2009,Male,D,35-44,M,2657914,7,0.263364428
2009,Male,D,45-54,M,2672209,6,0.224533336
2009,Male,D,55-64,M,1753418,3,0.1710944
2009,Male,D,05-09,M,1658293,0,0
2009,Male,D,65-74,M,863857,0,0
2009,Male,D,75-84,M,388158,0,0
2009,Male,D,85+,M,106153,0,0
2009,Male,D,10-14,B,1736232,0,0
2009,Male,D,15-19,B,1933253,0,0
2009,Male,D,20-24,B,1638692,0,0
2009,Male,D,25-34,B,2758449,0,0
2009,Male,D,35-44,B,2657914,0,0
2009,Male,D,45-54,B,2672209,0,0
2009,Male,D,55-64,B,1753418,0,0
2009,Male,D,05-09,B,1658293,0,0
2009,Male,D,65-74,B,863857,0,0
2009,Male,D,75-84,B,388158,0,0
2009,Male,D,85+,B,106153,0,0
2009,Male,D,10-14,I,1736232,1,0.057595989
2009,Male,D,15-19,I,1933253,2,0.103452574
2009,Male,D,20-24,I,1638692,7,0.427169962
2009,Male,D,25-34,I,2758449,10,0.362522562
2009,Male,D,35-44,I,2657914,6,0.225740938
2009,Male,D,45-54,I,2672209,9,0.336800003
2009,Male,D,55-64,I,1753418,5,0.285157333
2009,Male,D,05-09,I,1658293,0,0
2009,Male,D,65-74,I,863857,3,0.3472797
2009,Male,D,75-84,I,388158,1,0.257627049
2009,Male,D,85+,I,106153,0,0
2009,Male,D,10-14,J,1736232,0,0
2009,Male,D,15-19,J,1933253,2,0.103452574
2009,Male,D,20-24,J,1638692,5,0.305121402
2009,Male,D,25-34,J,2758449,7,0.253765794
2009,Male,D,35-44,J,2657914,5,0.188117448
2009,Male,D,45-54,J,2672209,3,0.112266668
2009,Male,D,55-64,J,1753418,1,0.057031467
2009,Male,D,05-09,J,1658293,0,0
2009,Male,D,65-74,J,863857,0,0
2009,Male,D,75-84,J,388158,0,0
2009,Male,D,85+,J,106153,0,0
2009,Male,D,10-14,C,1736232,0,0
2009,Male,D,15-19,C,1933253,0,0
2009,Male,D,20-24,C,1638692,2,0.122048561
2009,Male,D,25-34,C,2758449,1,0.036252256
2009,Male,D,35-44,C,2657914,1,0.03762349
2009,Male,D,45-54,C,2672209,0,0
2009,Male,D,55-64,C,1753418,0,0
2009,Male,D,05-09,C,1658293,0,0
2009,Male,D,65-74,C,863857,0,0
2009,Male,D,75-84,C,388158,0,0
2009,Male,D,85+,C,106153,0,0
2009,Male,D,10-14,K,1736232,0,0
2009,Male,D,15-19,K,1933253,2,0.103452574
2009,Male,D,20-24,K,1638692,1,0.06102428
2009,Male,D,25-34,K,2758449,3,0.108756769
2009,Male,D,35-44,K,2657914,7,0.263364428
2009,Male,D,45-54,K,2672209,3,0.112266668
2009,Male,D,55-64,K,1753418,0,0
2009,Male,D,05-09,K,1658293,0,0
2009,Male,D,65-74,K,863857,0,0
2009,Male,D,75-84,K,388158,0,0
2009,Male,D,85+,K,106153,0,0
2009,Male,D,10-14,L,1736232,0,0
2009,Male,D,15-19,L,1933253,0,0
2009,Male,D,20-24,L,1638692,1,0.06102428
2009,Male,D,25-34,L,2758449,1,0.036252256
2009,Male,D,35-44,L,2657914,1,0.03762349
2009,Male,D,45-54,L,2672209,1,0.037422223
2009,Male,D,55-64,L,1753418,0,0
2009,Male,D,05-09,L,1658293,0,0
2009,Male,D,65-74,L,863857,0,0
2009,Male,D,75-84,L,388158,1,0.257627049
2009,Male,D,85+,L,106153,0,0
2009,Male,E,10-14,P,8107369,0,0
2009,Male,E,15-19,P,8663717,0,0
2009,Male,E,20-24,P,8451858,0,0
2009,Male,E,25-34,P,16024225,0,0
2009,Male,E,35-44,P,16430324,0,0
2009,Male,E,45-54,P,18090039,0,0
2009,Male,E,55-64,P,14436221,0,0
2009,Male,E,05-09,P,7902866,0,0
2009,Male,E,65-74,P,8528483,0,0
2009,Male,E,75-84,P,4837506,0,0
2009,Male,E,85+,P,1570486,0,0
2009,Male,E,10-14,H,8107369,4,0.049337831
2009,Male,E,15-19,H,8663717,51,0.588661887
2009,Male,E,20-24,H,8451858,131,1.549955051
2009,Male,E,25-34,H,16024225,397,2.477498912
2009,Male,E,35-44,H,16430324,671,4.083912161
2009,Male,E,45-54,H,18090039,1033,5.710324892
2009,Male,E,55-64,H,14436221,597,4.135431288
2009,Male,E,05-09,H,7902866,0,0
2009,Male,E,65-74,H,8528483,187,2.19265255
2009,Male,E,75-84,H,4837506,90,1.860462809
2009,Male,E,85+,H,1570486,46,2.929029612
2009,Male,E,10-14,G,8107369,74,0.91274987
2009,Male,E,15-19,G,8663717,426,4.917058117
2009,Male,E,20-24,G,8451858,670,7.927251026
2009,Male,E,25-34,G,16024225,1307,8.1564007
2009,Male,E,35-44,G,16430324,1446,8.800800276
2009,Male,E,45-54,G,18090039,1432,7.915958611
2009,Male,E,55-64,G,14436221,661,4.578760605
2009,Male,E,05-09,G,7902866,2,0.025307275
2009,Male,E,65-74,G,8528483,198,2.321632112
2009,Male,E,75-84,G,4837506,124,2.563304314
2009,Male,E,85+,G,1570486,62,3.947822521
2009,Male,E,10-14,D,8107369,0,0
2009,Male,E,15-19,D,8663717,5,0.05771195
2009,Male,E,20-24,D,8451858,15,0.177475769
2009,Male,E,25-34,D,16024225,21,0.13105158
2009,Male,E,35-44,D,16430324,40,0.24345229
2009,Male,E,45-54,D,18090039,47,0.259811491
2009,Male,E,55-64,D,14436221,36,0.249372741
2009,Male,E,05-09,D,7902866,0,0
2009,Male,E,65-74,D,8528483,10,0.117254147
2009,Male,E,75-84,D,4837506,11,0.227389899
2009,Male,E,85+,D,1570486,11,0.700420125
2009,Male,E,10-14,F,8107369,50,0.616722885
2009,Male,E,15-19,F,8663717,567,6.5445351
2009,Male,E,20-24,F,8451858,960,11.35844923
2009,Male,E,25-34,F,16024225,1742,10.87104057
2009,Male,E,35-44,F,16430324,2206,13.42639378
2009,Male,E,45-54,F,18090039,3112,17.20283743
2009,Male,E,55-64,F,14436221,2638,18.2734803
2009,Male,E,05-09,F,7902866,0,0
2009,Male,E,65-74,F,8528483,1764,20.68363154
2009,Male,E,75-84,F,4837506,1435,29.6640459
2009,Male,E,85+,F,1570486,580,36.93124294
2009,Male,E,10-14,E,8107369,0,0
2009,Male,E,15-19,E,8663717,0,0
2009,Male,E,20-24,E,8451858,0,0
2009,Male,E,25-34,E,16024225,0,0
2009,Male,E,35-44,E,16430324,1,0.006086307
2009,Male,E,45-54,E,18090039,0,0
2009,Male,E,55-64,E,14436221,0,0
2009,Male,E,05-09,E,7902866,0,0
2009,Male,E,65-74,E,8528483,0,0
2009,Male,E,75-84,E,4837506,0,0
2009,Male,E,85+,E,1570486,0,0
2009,Male,E,10-14,N,8107369,0,0
2009,Male,E,15-19,N,8663717,6,0.06925434
2009,Male,E,20-24,N,8451858,7,0.082822026
2009,Male,E,25-34,N,16024225,12,0.074886617
2009,Male,E,35-44,N,16430324,8,0.048690458
2009,Male,E,45-54,N,18090039,25,0.138197601
2009,Male,E,55-64,N,14436221,17,0.11775935
2009,Male,E,05-09,N,7902866,0,0
2009,Male,E,65-74,N,8528483,6,0.070352488
2009,Male,E,75-84,N,4837506,3,0.062015427
2009,Male,E,85+,N,1570486,0,0
2009,Male,E,10-14,O,8107369,0,0
2009,Male,E,15-19,O,8663717,0,0
2009,Male,E,20-24,O,8451858,0,0
2009,Male,E,25-34,O,16024225,0,0
2009,Male,E,35-44,O,16430324,0,0
2009,Male,E,45-54,O,18090039,0,0
2009,Male,E,55-64,O,14436221,0,0
2009,Male,E,05-09,O,7902866,0,0
2009,Male,E,65-74,O,8528483,0,0
2009,Male,E,75-84,O,4837506,0,0
2009,Male,E,85+,O,1570486,0,0
2009,Male,E,10-14,M,8107369,0,0
2009,Male,E,15-19,M,8663717,4,0.04616956
2009,Male,E,20-24,M,8451858,18,0.212970923
2009,Male,E,25-34,M,16024225,58,0.361951982
2009,Male,E,35-44,M,16430324,88,0.535595038
2009,Male,E,45-54,M,18090039,157,0.867880937
2009,Male,E,55-64,M,14436221,108,0.748118223
2009,Male,E,05-09,M,7902866,0,0
2009,Male,E,65-74,M,8528483,35,0.410389515
2009,Male,E,75-84,M,4837506,13,0.268733517
2009,Male,E,85+,M,1570486,17,1.082467465
2009,Male,E,10-14,B,8107369,0,0
2009,Male,E,15-19,B,8663717,0,0
2009,Male,E,20-24,B,8451858,0,0
2009,Male,E,25-34,B,16024225,0,0
2009,Male,E,35-44,B,16430324,0,0
2009,Male,E,45-54,B,18090039,0,0
2009,Male,E,55-64,B,14436221,0,0
2009,Male,E,05-09,B,7902866,0,0
2009,Male,E,65-74,B,8528483,0,0
2009,Male,E,75-84,B,4837506,0,0
2009,Male,E,85+,B,1570486,1,0.063674557
2009,Male,E,10-14,I,8107369,1,0.012334458
2009,Male,E,15-19,I,8663717,15,0.173135849
2009,Male,E,20-24,I,8451858,44,0.52059559
2009,Male,E,25-34,I,16024225,88,0.549168525
2009,Male,E,35-44,I,16430324,76,0.462559351
2009,Male,E,45-54,I,18090039,83,0.458816037
2009,Male,E,55-64,I,14436221,55,0.380986132
2009,Male,E,05-09,I,7902866,0,0
2009,Male,E,65-74,I,8528483,21,0.246233709
2009,Male,E,75-84,I,4837506,17,0.351420753
2009,Male,E,85+,I,1570486,10,0.636745568
2009,Male,E,10-14,J,8107369,0,0
2009,Male,E,15-19,J,8663717,15,0.173135849
2009,Male,E,20-24,J,8451858,24,0.283961231
2009,Male,E,25-34,J,16024225,41,0.255862608
2009,Male,E,35-44,J,16430324,30,0.182589217
2009,Male,E,45-54,J,18090039,46,0.254283587
2009,Male,E,55-64,J,14436221,24,0.166248494
2009,Male,E,05-09,J,7902866,0,0
2009,Male,E,65-74,J,8528483,11,0.128979562
2009,Male,E,75-84,J,4837506,2,0.041343618
2009,Male,E,85+,J,1570486,0,0
2009,Male,E,10-14,C,8107369,0,0
2009,Male,E,15-19,C,8663717,7,0.08079673
2009,Male,E,20-24,C,8451858,9,0.106485462
2009,Male,E,25-34,C,16024225,14,0.08736772
2009,Male,E,35-44,C,16430324,14,0.085208301
2009,Male,E,45-54,C,18090039,18,0.099502273
2009,Male,E,55-64,C,14436221,10,0.069270206
